,u,v,distance(m),street type,speed(km/h)
5125,1277988759,1277988749,27.0,2,20.0
5126,1277988759,1277988750,63.0,0,10.0
5127,92156538,3938479956,4.0,0,10.0
5128,92156538,3938479955,5.0,1,15.0
5129,92156538,4398346291,4.0,1,15.0
5130,92156538,2400284873,11.0,1,15.0
5131,114569851,114569880,56.0,2,20.0
5132,114569851,6060217812,15.0,1,15.0
5133,361771651,384005175,6.0,0,10.0
5134,361771651,3420939994,77.0,2,20.0
5135,114569880,114569851,56.0,0,10.0
5136,114569880,4451156232,3.0,0,10.0
5137,114569880,591382595,23.0,1,15.0
5138,114569880,4451156235,3.0,1,15.0
5139,4326568606,4326568607,32.0,0,10.0
5140,4326568606,6167289311,106.0,2,20.0
5141,4326568607,255061155,40.0,0,10.0
5142,4326568607,255061143,40.0,0,10.0
5143,579482274,579482160,29.0,1,15.0
5144,579482274,579482318,35.0,2,20.0
5145,579482274,579477191,443.0,2,20.0
5146,1277988768,1277988751,22.0,1,15.0
5149,1277988768,1277988758,14.0,1,15.0
5152,1277988774,3130999255,4.0,1,15.0
5154,1277988774,1277988780,24.0,1,15.0
5155,1277988774,1277988792,102.0,1,15.0
5156,579482315,2347007239,19.0,1,15.0
5157,579482315,579482318,37.0,1,15.0
5158,579482315,579510203,366.0,2,20.0
5159,579482317,2347007239,22.0,2,20.0
5160,579482317,579482327,41.0,0,10.0
5161,579482317,1457641773,136.0,0,10.0
5162,579482318,2347007239,18.0,0,10.0
5163,579482318,579482274,35.0,0,10.0
5164,579482318,579482315,37.0,1,15.0
5165,123351761,123349505,102.0,1,15.0
5166,123351761,123343221,57.0,1,15.0
5167,123351761,123338879,70.0,0,10.0
5168,579482327,2347007239,20.0,1,15.0
5169,579482327,579512456,347.0,0,10.0
5170,579482327,579482317,41.0,0,10.0
5171,777794267,777796186,13.0,0,10.0
5172,777794267,35285653,31.0,1,15.0
5173,774517574,774508242,5.0,1,15.0
5174,774517574,775941552,6.0,1,15.0
5175,446051190,5422000176,9.0,1,15.0
5176,446051190,5427911108,14.0,1,15.0
5177,446051197,880187107,117.0,1,15.0
5178,446051197,446051211,13.0,2,20.0
5179,443298695,370751497,9.0,1,15.0
5180,446051211,312718309,34.0,1,15.0
5181,446051211,446051190,15.0,2,20.0
5182,6202471307,582557918,10.0,0,10.0
5183,6202471307,1597543248,82.0,2,20.0
5184,6202471307,6202470179,147.0,1,15.0
5185,3202364311,3123220993,41.0,2,20.0
5187,3202364311,2279005874,35.0,0,10.0
5189,3202364311,3202364312,36.0,0,10.0
5190,3202364311,3202364313,36.0,1,15.0
5191,3202364312,6167417926,4.0,1,15.0
5192,3202364312,370285600,25.0,2,20.0
5193,3202364312,633912918,34.0,1,15.0
5194,3202364312,3202364311,36.0,0,10.0
5195,3202364313,633912918,35.0,2,20.0
5198,3202364313,3123220997,43.0,1,15.0
5200,3202364313,3202364311,36.0,1,15.0
5201,446051232,34160616,111.0,2,20.0
5202,446051232,5642310406,15.0,0,10.0
5203,6202471347,5424203793,33.0,1,15.0
5204,6202471347,5424203777,70.0,2,20.0
5205,6202471347,5424203828,29.0,0,10.0
5206,252588993,2304718104,65.0,0,10.0
5207,252588993,91970805,20.0,1,15.0
5209,252588993,711766687,47.0,1,15.0
5210,252588997,1217532870,14.0,2,20.0
5211,252588997,1217532720,6.0,0,10.0
5212,252588997,1217532774,4.0,2,20.0
5213,252588998,1217532788,6.0,1,15.0
5214,252588998,560984594,12.0,0,10.0
5215,252588998,1217532825,4.0,1,15.0
5216,202519512,202520394,514.0,0,10.0
5217,202519514,202519515,505.0,1,15.0
5218,202519515,202519514,505.0,0,10.0
5219,202519515,202520393,39.0,0,10.0
5220,202519515,202520993,522.0,1,15.0
5221,6202471403,5402876533,8.0,2,20.0
5223,6202471403,582563607,91.0,0,10.0
5224,6202471403,5402876195,57.0,1,15.0
5225,6202471406,582563607,85.0,1,15.0
5226,6202471408,6202471410,40.0,0,10.0
5227,6202471410,6202471408,40.0,2,20.0
5228,6202471410,6202471409,26.0,0,10.0
5229,6202471410,6202471428,58.0,1,15.0
5230,6202471410,6202471412,31.0,0,10.0
5231,6202471409,6202471410,26.0,0,10.0
5232,6202471428,266737786,7.0,1,15.0
5233,6202471428,6202471427,36.0,2,20.0
5234,6202471428,6202471410,58.0,1,15.0
5235,6202471427,6202471433,46.0,1,15.0
5236,6202471427,6202471428,36.0,1,15.0
5237,6202471427,6202471436,30.0,0,10.0
5238,6202471425,2177831028,8.0,1,15.0
5239,6202471425,575533900,125.0,0,10.0
5240,6202471425,6202471440,54.0,1,15.0
5241,6202471436,6202471440,60.0,0,10.0
5242,6202471436,6202471427,30.0,2,20.0
5243,6202471436,6202471438,74.0,2,20.0
5244,6202471433,6202471427,46.0,1,15.0
5245,6202471433,6202471412,9.0,1,15.0
5246,6202471433,6202471438,7.0,1,15.0
5247,6202471438,6202471433,7.0,1,15.0
5248,6202471438,6202471437,9.0,1,15.0
5249,6202471438,6202471436,74.0,2,20.0
5250,6202471437,6202471412,7.0,1,15.0
5251,6202471437,6202471439,28.0,2,20.0
5252,6202471437,6202471438,9.0,1,15.0
5253,6202471440,6202471447,10.0,0,10.0
5254,6202471440,6202471425,54.0,0,10.0
5255,6202471440,6202471436,60.0,0,10.0
5256,6202471447,6202471440,10.0,0,10.0
5257,6202471447,5424203856,16.0,1,15.0
5258,6202471447,2177831028,66.0,0,10.0
5259,6202471439,6202471437,28.0,1,15.0
5260,5427967025,2975231286,6.0,1,15.0
5261,5427967025,3213448207,8.0,2,20.0
5262,5427967025,5427967026,91.0,2,20.0
5263,5427967025,5427967031,126.0,1,15.0
5264,5427967026,651992598,8.0,1,15.0
5265,5427967026,5427967025,91.0,1,15.0
5266,5427967026,5427967039,81.0,2,20.0
5267,5427967031,1283634748,7.0,0,10.0
5268,5427967031,5427967032,98.0,2,20.0
5269,5427967031,1283634767,28.0,2,20.0
5270,5427967031,5427967025,126.0,2,20.0
5271,5427967032,3213448208,6.0,2,20.0
5272,5427967032,2975231291,5.0,1,15.0
5273,5427967032,5427967039,91.0,1,15.0
5274,5427967032,5427967031,98.0,1,15.0
5275,5427967038,5427967043,83.0,0,10.0
5276,5427967039,5427967032,91.0,0,10.0
5277,5427967039,5680181550,6.0,1,15.0
5278,5427967039,5427967026,81.0,1,15.0
5279,5427967043,871096413,8.0,2,20.0
5280,5427967043,5427967038,83.0,2,20.0
5281,5427967043,5422257281,90.0,1,15.0
5282,5427967045,2462381386,88.0,0,10.0
5283,5427967045,5427967046,13.0,1,15.0
5284,5427967045,651992824,45.0,1,15.0
5285,5427967046,4069715678,44.0,0,10.0
5286,5427967046,5427967045,13.0,2,20.0
5287,5427967046,52600109,4.0,2,20.0
5288,5427967046,1877472371,34.0,0,10.0
5289,30946383,30946384,54.0,1,15.0
5290,30946383,30946386,78.0,1,15.0
5291,30946383,233315133,13.0,1,15.0
5292,30946383,331167815,47.0,2,20.0
5293,30946384,30946385,78.0,0,10.0
5294,30946384,30946383,54.0,0,10.0
5295,30946384,233315115,14.0,0,10.0
5296,30946384,331167815,47.0,2,20.0
5297,30946385,30946386,54.0,0,10.0
5298,30946385,30946384,78.0,0,10.0
5299,30946385,331167815,48.0,2,20.0
5300,30946385,233315063,13.0,2,20.0
5301,30946386,30946383,78.0,0,10.0
5302,30946386,30946385,54.0,1,15.0
5303,30946386,331167815,49.0,2,20.0
5304,30946386,233315095,11.0,1,15.0
5305,2975216733,245807244,3.0,1,15.0
5307,2975216733,245807243,53.0,2,20.0
5309,2975216733,363385471,21.0,1,15.0
5310,2975216738,2975216740,5.0,0,10.0
5312,2975216738,2975216739,6.0,1,15.0
5314,2975216738,2975216741,5.0,1,15.0
5315,2975216739,2975216738,6.0,0,10.0
5317,2975216739,245807245,4.0,1,15.0
5319,2975216740,245807246,6.0,2,20.0
5321,2975216740,2975216738,5.0,0,10.0
5323,774517861,775941588,16.0,2,20.0
5324,774517861,774517574,7.0,1,15.0
5325,774517861,774518101,14.0,2,20.0
5326,2975216741,363385471,15.0,1,15.0
5327,2975216741,2975216738,5.0,0,10.0
5328,2975216741,363385474,21.0,1,15.0
5329,2975216748,245807834,38.0,1,15.0
5330,2975216748,245807835,33.0,1,15.0
5331,2975216748,2975216749,11.0,2,20.0
5332,2975216749,363385471,37.0,1,15.0
5333,2975216749,363385339,8.0,1,15.0
5334,2975216749,2975216748,11.0,1,15.0
5335,2975216743,245807236,28.0,1,15.0
5336,2975216743,245807247,16.0,2,20.0
5337,2975216743,2975216742,17.0,0,10.0
5338,579482827,579485835,30.0,1,15.0
5339,579482827,579485829,109.0,1,15.0
5340,579482827,579486396,159.0,2,20.0
5341,2555393251,233246902,28.0,1,15.0
5342,2555393251,2555393252,39.0,0,10.0
5343,2555393251,338505518,522.0,0,10.0
5344,2555393252,2555393251,39.0,1,15.0
5345,581711079,579999151,17.0,1,15.0
5346,581711079,202767945,457.0,2,20.0
5347,581711079,580000457,29.0,1,15.0
5348,6167344360,6167254928,5.0,1,15.0
5349,6167344360,6167254927,41.0,1,15.0
5350,6167344360,6167344361,105.0,2,20.0
5351,6167344361,120947918,41.0,1,15.0
5352,6167344361,6167344362,105.0,1,15.0
5353,6167344361,6167344360,105.0,2,20.0
5354,6167344362,6167344363,8.0,2,20.0
5355,6167344362,6167344361,105.0,1,15.0
5356,6167344362,6167191739,5.0,2,20.0
5357,6167344362,6167191738,143.0,1,15.0
5358,6167344363,2180785604,143.0,0,10.0
5359,6167344363,6167344364,4.0,1,15.0
5360,6167344363,6167344362,8.0,0,10.0
5361,6167344364,6167265869,207.0,2,20.0
5362,6167344364,6167344365,4.0,2,20.0
5363,6167344364,6167344363,4.0,2,20.0
5364,6167344365,6167344531,27.0,1,15.0
5365,6167344365,6167344366,4.0,1,15.0
5366,6167344365,6167344364,4.0,2,20.0
5367,6167344366,2180785616,5.0,0,10.0
5368,6167344366,6167344367,6.0,2,20.0
5369,6167344366,6167344365,4.0,1,15.0
5370,6167344367,6167265864,75.0,1,15.0
5371,6167344367,6167191156,5.0,0,10.0
5372,6167344367,6167344368,106.0,2,20.0
5373,6167344367,6167344366,6.0,2,20.0
5374,6167344368,176736536,21.0,0,10.0
5375,6167344368,6167344369,42.0,2,20.0
5376,6167344368,6167344367,106.0,2,20.0
5377,6167344369,176736549,22.0,0,10.0
5378,6167344369,176736506,6.0,1,15.0
5379,6167344369,6167344370,31.0,0,10.0
5380,6167344369,6167344368,42.0,2,20.0
5381,6167344370,176736673,62.0,2,20.0
5382,6167344370,176736650,6.0,1,15.0
5383,6167344370,6167413255,30.0,1,15.0
5384,6167344370,6167344369,31.0,1,15.0
5385,6167344371,6167344372,5.0,0,10.0
5386,6167344371,6167413255,9.0,0,10.0
5387,6167344371,2188404536,35.0,2,20.0
5388,6167344372,6167344373,3.0,0,10.0
5389,6167344372,6167344371,5.0,1,15.0
5390,6167344372,6167265878,208.0,2,20.0
5391,6167344373,2188399797,7.0,0,10.0
5392,6167344373,6167344374,5.0,0,10.0
5393,6167344373,6167344372,3.0,2,20.0
5394,6167344374,2187983891,7.0,1,15.0
5395,6167344374,6167417962,6.0,2,20.0
5396,6167344374,6167344373,5.0,0,10.0
5397,6167344375,245535118,25.0,2,20.0
5398,6167344375,245535122,8.0,1,15.0
5399,6167344375,6167344376,78.0,0,10.0
5400,6167344375,6167417962,27.0,1,15.0
5401,6167344376,245532558,23.0,0,10.0
5402,6167344376,6167344377,102.0,0,10.0
5403,6167344376,6167344375,78.0,1,15.0
5404,6167344377,6167236684,22.0,0,10.0
5405,6167344377,6167236683,7.0,1,15.0
5406,6167344377,6167344378,8.0,1,15.0
5407,6167344377,6167344376,102.0,2,20.0
5408,6167344378,595594353,22.0,1,15.0
5409,6167344378,6167344379,12.0,2,20.0
5410,6167344378,6167344377,8.0,1,15.0
5411,6167344379,26034669,7.0,0,10.0
5412,6167344379,6167344380,7.0,2,20.0
5413,6167344379,6167344378,12.0,1,15.0
5414,6167344380,6167236662,86.0,1,15.0
5415,6167344380,6167236663,7.0,0,10.0
5416,6167344380,6167344381,47.0,0,10.0
5417,6167344380,6167344379,7.0,0,10.0
5418,6167344381,596918519,85.0,1,15.0
5419,6167344381,596918517,8.0,2,20.0
5420,6167344381,6167344382,24.0,2,20.0
5421,6167344381,6167344380,47.0,2,20.0
5422,6167344382,245537567,85.0,0,10.0
5423,6167344382,245537598,8.0,0,10.0
5424,6167344382,6167344383,36.0,1,15.0
5425,6167344382,6167344381,24.0,1,15.0
5426,6167344383,26034662,9.0,1,15.0
5427,6167344383,6167344384,102.0,1,15.0
5428,6167344383,6167344382,36.0,2,20.0
5429,6167344384,6167266648,157.0,2,20.0
5430,6167344384,6167289316,8.0,1,15.0
5431,6167344384,6167344485,10.0,1,15.0
5432,6167344384,6167344383,102.0,0,10.0
5433,577516814,577516867,20.0,2,20.0
5434,577516814,2117205389,24.0,1,15.0
5435,577516814,577520998,73.0,1,15.0
5436,30946623,30946624,29.0,1,15.0
5438,30946623,4421481868,27.0,1,15.0
5440,30946624,767733185,4.0,0,10.0
5442,30946624,30946623,29.0,2,20.0
5444,30946625,30946626,29.0,1,15.0
5446,30946625,767733199,4.0,1,15.0
5448,30946626,4421481867,28.0,2,20.0
5450,30946626,30946625,29.0,0,10.0
5452,30946627,767724090,10.0,1,15.0
5455,30946627,767724088,10.0,1,15.0
5457,30946627,767743918,6.0,0,10.0
5459,30946628,767723743,9.0,1,15.0
5461,30946628,767723739,9.0,2,20.0
5462,30946628,2885215941,58.0,1,15.0
5463,577516867,2117205389,24.0,0,10.0
5464,577516867,577516814,20.0,0,10.0
5465,577516867,577516869,56.0,0,10.0
5466,577516869,579418098,200.0,0,10.0
5467,577516869,577523836,87.0,0,10.0
5468,577516869,577516867,56.0,0,10.0
5469,364000589,2069604227,1.0,1,15.0
5470,364000589,495761841,14.0,0,10.0
5471,364000589,615176206,52.0,1,15.0
5472,364000589,495761839,17.0,1,15.0
5473,30946632,767733204,58.0,2,20.0
5474,30946632,2885215940,10.0,0,10.0
5475,30946632,2885215941,29.0,0,10.0
5476,30946632,2885248626,13.0,1,15.0
5477,774518101,4326586179,80.0,0,10.0
5478,2305963357,2305963360,59.0,1,15.0
5480,2305963360,4157118521,100.0,0,10.0
5481,2305963360,2305963357,59.0,1,15.0
5482,6167344485,2841675054,3.0,1,15.0
5483,6167344485,6167344486,5.0,0,10.0
5484,6167344485,6167344384,10.0,2,20.0
5485,6167344486,4238873971,168.0,1,15.0
5486,6167344486,6167344487,4.0,1,15.0
5487,6167344486,6167344485,5.0,2,20.0
5488,6167344487,6167344495,28.0,1,15.0
5489,6167344487,6167344488,6.0,2,20.0
5490,6167344487,6167344486,4.0,2,20.0
5491,6167344488,2181275340,8.0,1,15.0
5492,6167344488,6167344489,6.0,1,15.0
5493,6167344488,6167344487,6.0,0,10.0
5494,6167344489,6167289300,8.0,1,15.0
5495,6167344489,6167344488,6.0,0,10.0
5496,6167344489,6167289298,121.0,1,15.0
5497,6167344489,6167344491,146.0,2,20.0
5498,6167344491,368139907,62.0,2,20.0
5501,6167344491,6167344492,54.0,2,20.0
5502,6167344491,6167344489,146.0,1,15.0
5503,6167344492,6167344491,54.0,0,10.0
5504,6167344492,6167344503,7.0,1,15.0
5505,6167344492,6167344507,9.0,1,15.0
5506,6167344493,6167289301,7.0,1,15.0
5507,6167344493,6167344494,6.0,1,15.0
5508,6167344493,6167289303,128.0,1,15.0
5509,6167344493,6167344500,114.0,1,15.0
5510,6167344494,6167344495,6.0,1,15.0
5511,6167344494,6167344493,6.0,1,15.0
5512,6167344494,2181275328,128.0,0,10.0
5513,6167344495,6167344496,4.0,1,15.0
5514,6167344495,6167344494,6.0,2,20.0
5515,6167344495,6167289321,205.0,2,20.0
5516,6167344496,6167344486,28.0,2,20.0
5517,6167344496,6167344497,5.0,2,20.0
5518,6167344496,6167344495,4.0,0,10.0
5519,6167344497,2181268830,7.0,1,15.0
5520,6167344497,6167344498,10.0,1,15.0
5521,6167344497,6167344496,5.0,0,10.0
5522,6167344498,6167289317,7.0,1,15.0
5523,6167344498,6167289315,26.0,1,15.0
5524,6167344498,6167344497,10.0,1,15.0
5525,6167344498,6167344514,102.0,2,20.0
5526,6167344500,1985557917,6.0,1,15.0
5527,6167344500,319157143,62.0,1,15.0
5528,6167344500,6167344502,73.0,2,20.0
5529,6167344500,6167344493,114.0,0,10.0
5530,6167344502,6167344504,8.0,1,15.0
5531,6167344502,6167344505,9.0,1,15.0
5532,6167344502,6167344500,73.0,0,10.0
5533,6167344503,1985557960,9.0,1,15.0
5534,6167344503,6167344504,14.0,1,15.0
5535,6167344503,6167344492,7.0,1,15.0
5536,6167344504,6167344502,8.0,0,10.0
5537,6167344504,6167344503,14.0,1,15.0
5538,6167344504,1985557917,76.0,1,15.0
5539,6167344505,1833110319,8.0,2,20.0
5540,6167344505,6167344506,11.0,1,15.0
5541,6167344505,6167344502,9.0,2,20.0
5542,6167344506,319157174,58.0,2,20.0
5543,6167344506,6167344505,11.0,1,15.0
5544,6167344506,6167344510,11.0,0,10.0
5545,6167344507,5371634609,40.0,2,20.0
5546,6167344507,6167344508,11.0,2,20.0
5547,6167344507,6167344492,9.0,1,15.0
5548,6167344508,1985549822,7.0,1,15.0
5549,6167344508,6167344507,11.0,1,15.0
5550,6167344508,6167344511,11.0,1,15.0
5551,6167344510,1985551133,8.0,1,15.0
5552,6167344510,6167344511,14.0,1,15.0
5553,6167344510,6167344506,11.0,0,10.0
5554,6167344511,291210712,84.0,0,10.0
5555,6167344511,6167344510,14.0,0,10.0
5556,6167344511,6167344508,11.0,1,15.0
5557,6167344514,247007089,25.0,0,10.0
5558,6167344514,6167344515,105.0,2,20.0
5559,6167344514,6167344498,102.0,0,10.0
5560,6167344515,6167236664,6.0,0,10.0
5561,6167344515,6167236665,25.0,1,15.0
5562,6167344515,6167344516,7.0,0,10.0
5563,6167344515,6167344514,105.0,1,15.0
5564,6167344516,247010162,25.0,2,20.0
5565,6167344516,6167344517,12.0,2,20.0
5566,6167344516,6167344515,7.0,2,20.0
5567,6167344517,1985557927,6.0,0,10.0
5568,6167344517,6167344518,8.0,1,15.0
5569,6167344517,6167344516,12.0,0,10.0
5570,6167344518,6167236682,6.0,1,15.0
5571,6167344518,6167236681,64.0,1,15.0
5572,6167344518,6167344519,31.0,1,15.0
5573,6167344518,6167344517,8.0,2,20.0
5574,6167344519,1985557913,6.0,1,15.0
5575,6167344519,247012074,34.0,0,10.0
5576,6167344519,6167344520,71.0,2,20.0
5577,6167344519,6167344518,31.0,2,20.0
5578,6167344520,1985557912,5.0,1,15.0
5579,6167344520,6167417965,105.0,2,20.0
5580,6167344520,6167344519,71.0,1,15.0
5581,6167344521,6167344522,13.0,1,15.0
5582,6167344521,6167417965,6.0,2,20.0
5583,6167344521,2188406738,64.0,2,20.0
5584,6167344522,2187983885,7.0,1,15.0
5585,6167344522,6167413253,7.0,1,15.0
5586,6167344522,6167344521,13.0,0,10.0
5587,6167344523,6167344524,44.0,1,15.0
5589,6167344523,6167413253,33.0,1,15.0
5590,6167344524,1985557935,6.0,2,20.0
5591,6167344524,6167344525,27.0,1,15.0
5592,6167344524,6167344523,44.0,2,20.0
5593,6167344525,1985557931,6.0,0,10.0
5594,6167344525,6167344530,11.0,2,20.0
5595,6167344525,6167344524,27.0,1,15.0
5596,6167344526,247022855,11.0,2,20.0
5597,6167344526,6167344530,50.0,1,15.0
5598,6167344526,6167344527,46.0,1,15.0
5599,6167344527,6167191155,7.0,2,20.0
5600,6167344527,6167191154,42.0,1,15.0
5601,6167344527,6167344528,6.0,0,10.0
5602,6167344527,6167344526,46.0,2,20.0
5603,6167344528,2180785602,42.0,1,15.0
5604,6167344528,6167344531,4.0,0,10.0
5605,6167344528,6167344527,6.0,1,15.0
5606,2485925265,302135273,53.0,1,15.0
5607,2485925265,527842694,50.0,0,10.0
5608,2485925265,233555341,4.0,1,15.0
5609,6167344530,6167344526,50.0,1,15.0
5610,6167344530,6167344525,11.0,0,10.0
5611,6167344530,247022855,52.0,1,15.0
5612,6167344531,2247277142,62.0,2,20.0
5613,6167344531,6167344532,4.0,2,20.0
5614,6167344531,6167344528,4.0,0,10.0
5615,6167344532,6167344364,27.0,1,15.0
5616,6167344532,6167344533,12.0,2,20.0
5617,6167344532,6167344531,4.0,1,15.0
5618,6167344533,6167344534,30.0,0,10.0
5619,6167344533,6167344532,12.0,2,20.0
5620,6167344533,6167191741,81.0,0,10.0
5621,6167344533,6167191740,7.0,1,15.0
5622,6167344534,247024622,24.0,1,15.0
5623,6167344534,1985557929,6.0,1,15.0
5624,6167344534,6167344535,74.0,2,20.0
5625,6167344534,6167344533,30.0,1,15.0
5626,6167344535,1985557921,6.0,2,20.0
5627,6167344535,6167254956,105.0,0,10.0
5628,6167344535,6167344534,74.0,1,15.0
5629,6167344537,26034663,5.0,1,15.0
5630,6167344537,6167344538,102.0,0,10.0
5631,6167344537,6167289318,103.0,1,15.0
5632,6167344538,6167236668,63.0,1,15.0
5633,6167344538,6167236669,5.0,2,20.0
5634,6167344538,6167344539,8.0,1,15.0
5635,6167344538,6167344537,102.0,1,15.0
5636,6167344539,26034670,4.0,1,15.0
5637,6167344539,6167344540,13.0,1,15.0
5638,6167344539,6167344538,8.0,2,20.0
5639,6167344540,595594349,29.0,0,10.0
5640,6167344540,6167344541,8.0,2,20.0
5641,6167344540,6167344539,13.0,0,10.0
5642,6167344541,6167236679,30.0,2,20.0
5643,6167344541,6167236678,4.0,1,15.0
5644,6167344541,6167344542,103.0,1,15.0
5645,6167344541,6167344540,8.0,1,15.0
5646,6167344542,247018054,21.0,0,10.0
5647,6167344542,6167344543,73.0,0,10.0
5648,6167344542,6167344541,103.0,0,10.0
5649,6167344543,247018061,5.0,0,10.0
5650,6167344543,6167417968,33.0,2,20.0
5651,6167344543,6167344542,73.0,2,20.0
5652,6167344543,247018054,76.0,2,20.0
5653,6167344544,2187983886,4.0,2,20.0
5654,6167344544,6167344545,5.0,1,15.0
5655,6167344544,6167417968,6.0,1,15.0
5656,6167344545,2188399791,20.0,0,10.0
5657,6167344545,6167344546,3.0,1,15.0
5658,6167344545,6167344544,5.0,0,10.0
5659,6167344546,4238873973,101.0,1,15.0
5660,6167344546,6167344547,5.0,2,20.0
5661,6167344546,6167344545,3.0,2,20.0
5662,6167344547,595842994,58.0,2,20.0
5663,6167344547,6167413250,6.0,1,15.0
5664,6167344547,6167344546,5.0,1,15.0
5665,6167344548,595842978,57.0,1,15.0
5666,6167344548,6167344549,106.0,2,20.0
5667,6167344548,6167413250,105.0,1,15.0
5668,6167344549,6167191153,104.0,0,10.0
5669,6167344549,6167191152,6.0,0,10.0
5670,6167344549,6167344550,7.0,2,20.0
5671,6167344549,6167344548,106.0,1,15.0
5672,6167344550,2180614754,6.0,2,20.0
5673,6167344550,6167344551,4.0,1,15.0
5674,6167344550,6167344549,7.0,0,10.0
5675,6167344551,6167344589,27.0,2,20.0
5676,6167344551,6167344552,4.0,1,15.0
5677,6167344551,6167344550,4.0,2,20.0
5678,6167344552,6167344553,4.0,2,20.0
5679,6167344552,6167344551,4.0,2,20.0
5680,6167344552,2247277141,174.0,2,20.0
5681,6167344553,6167344554,9.0,1,15.0
5682,6167344553,6167344552,4.0,1,15.0
